Name,Homeworld,Born,Died,Species,Gender,Height,Mass,Hair color,Eye color,Skin color,Cybernetics,Affiliation(s),Masters,Apprentices
Ewwen Glayyd,Ammuud[1],,,Human[1],Male[1],,,Dark[2],,Pale[1],,House Glayyd[1],,
Ido Glayyd,Ammuud[1],,,Human[1],Female[1],,,Dark[2],,Light[2],,House Glayyd[1],,
Pharnis Gleasry,Corellia,,,Human,Male,,,,,,,Human League,,
Glena,Eol Sha,,11 ABY on Dantooine,Humans,Female,,,,,,,,,
Marpo Glenfik,,,,Human[1],Male[1],,,Brown[1],Brown[1],Dark[1],,Galactic Empire[2],,
Farious Gletch,Tatooine[1],,,Human[1],Male[1],,,Black (brown eyebrows)[1],Brown[1],Fair[1],,,,
Stenn Glidrick,,,"c. 0 ABY–3 ABY, Kuari Princess[1]",Human[2],Male[3],,,Brown (graying)[2],,,,Galactic Empire[3]Imperial Navy[3]Kuari Princess[3],,
Jervis Gloom,Coruscant[1],,,Human[1],Male[1],,,Red[1],,Light[1],,Groff Haugg[1],,
Glorificent,,,,Human,Female,,,Blond,Blue,Fair,,,,
Rabael Dir Glorio,Alderaan[1],,,Human[1],Male[1],,,White[1],Blue[1],Fair[1],,House Glorio[1]Son-tuul Pride[1],,
Cladus Glynn,,,,Human,Male,,,,,,,Galactic EmpireImperial Security Bureau,,
Jal Te Gniev,,,"0 ABY (35:5 GrS), Jazbina system[1]",Human[2],Male[2],,,Brown[2],Brown[2],Light[2],,Alliance to Restore the Republic[2]Red Squadron[3],,
GNR-47,,,,Human,Male,,,Brown,Brown,Light,,Sith Empire,,
Happy Go Lucky,,,,Human,Female,1.6 meters,,Blond,,,,Black JackGalactic Empire,,
Rexa Go,,,"c. 3 ABY, Skako Minor[1]",Human[2],Female[2],,,Black[2],Green[2],Fair[2],AJ^3 cyborg construct[2],Son-tuul Pride[2],,
Wona Goban,,,,Human[1],Female[2],,,,Dark[1],Tan[1],,Alliance to Restore the Republic[1]Gold Squadron[1],,
Va Gobolungnum,,,,Human,Male,,,Dark,,,,Bounty Hunters' Guild,,
Janu Godalhi,,,,Human[1],Male[1],,,Brown[1],,Light[1],,Alliance to Restore the Republic,,
Nasan Godera,Balmorra[1],"3707 BBY, Balmorra[1]","3640 BBY,[2] Corellia[3]",Human[4],Male[4],,,White[4],Green[4],Fair[4],,Galactic Republic[4]Republic Strategic Information Service[1]Advanced Development Laboratories[1]Republic superweapon initiative[1]Republic Military[3],,
Godherdt,,,,Human[1],Male[1],,,Graying[1],,Light[1],,Galactic Empire[1]Imperial Navy[1],,
Hayde Gofai,Coruscant[1],,,Human[1],Female[1],,,Blonde[2],,,,,,
Vill Goir,,,"10 ABY, Ossus[1]",Human[2],Male[2],,,,Yellow[2],Light[2],,Dark Empire[2]Dark Side Elite[2],Palpatine[2],Kam Solusar (Lightsaber combat apprentice)[3]
Warda Gojun,Saleucami[1],22 BBY[2],,Human[1],Male[1],1.81 meters (5ft 9in)[1],,,,,,Galactic Empire[1]71st GAV Battalion[1],,
Gol,,,"34 ABY,[1] Batuu[2]",Human[2],Male[2],,,,,,,Tech Bay[2]First Order[2],,
Barden Golah,,,,Human[1],Male[1],,,Brown[1],Brown[1],Light[1],,Sith Empire[1]Imperial Reclamation Service[1],,
Alzar Golan,,,,Human[1],Male[1],1.67 meters[1],,Black[1],Dark[1],,,Galactic Empire[1]Damarind Fishing Station[1],,
Golanda,,,"11 ABY, Death Star prototype, the Maw[1]",Human[1],Female[1],,,,,,,Galactic Empire[1]Imperial Department of Military Research[1],,
Helen Goldenfield,Tatooine[1],,,Human[1],Female[1],,,,,,,,,
Roric Goldenfield,Tatooine[1],,,Human[1],Male[1],,,,,,,,,
Kav Goldor,,,,Human[1],Male[1],,,None (Gray eyebrows)[1],Amber[1],Fair[1],,Mos Espa Militia[1],,
Davu Golec,,,"21 BBY,[1] Coruscant[2]",Human[2],Male[2],1.93 meters,,Blond[2],Blue[2],Light[2],,Galactic Republic[2]Ministry of Intelligence[2],,
Jallar Golin,,,,Human[1],Male[1],,,,,,,Galactic Empire[1]Imperial Army[1]Emperor's Hands[1],Emperor Palpatine[1],
Dace Golliard,,,,Human[1],Male[1],,,Brown;[1] white[2],Brown[2],Light[1],,Galactic Republic (formerly)[2]The Crucible[1],,
Gollin,,,,Human[1],Female[1],,,Light[1],,Light[1],,Galactic Empire[1]Imperial Officer Corps[1]Imperial Army[1],,
Golorno,,,7.5 ABY aboard Mon Remonda,Human,Male,,,,,,,New Republic,,
Gomm,,,,Human[1],Male[1],,,,,,,,,
Torge Gommer,,,,Human[1],Male[1],,,Black,Blue,Light,,Alliance to Restore the Republic[2]Green Squadron[2],,
Forch Gomou,,,,Human[1],Male[1],,,Black[1],Brown[1],,,,,
Gonar,,,"4 ABY (39:3 GrS), Tatooine",Human,Male,,,Red,,Pale,,Jabba Desilijic Tiure's criminal empire,,
Goneril,,,"34 ABY, Ileenium system[1]",Human[1],Female[1],,,Brown[1],,Fair[1],,First Order[1]First Order Navy[1],,
Karastace Gonn,,,"c. 3642 BBY,[1] Nar Shaddaa[2]",Human[2],Male[2],,,Black[2],Brown[2],Tan[2],,Galactic Republic[2]Republic Army[2],,
Luran Gonthor,,,,Human[1],Male[1],,,,,,,,,
Pammich Nerro Goode,,During or after 5 ABY[1],"34 ABY,[2] Crait[3]",Human[4],Female[4],,,Black[4],Brown[4],Dark[4],,"Resistance[4]""Reb"" Squadron[5]",,
Amminius Goodner,,,Dantooine,Human,Male,,,,,,,Galactic Empire,,
Euwood Gor,Alderaan[1],,"0 BBY,[2] Jedha[3]",Human[4],Male[4],,,Brown[4],,Fair[4],,Alliance to Restore the Republic[1]Special Forces Trackers Unit[1]Partisans[4],,
Fulin Gor,Iotra,,,Human,Male,,,,,,,Iotran Police ForceNew RepublicNew Republic Observers,,
Gora,Serenno[1],,"Between 82 BBY and 42 BBY,[source?] Serenno[1]",Human (Serennian)[1],Male[1],,,,,,,House Serenno[1],,
Goran,,,,Human[1],Male[1],,,Brown[1],Brown[1],Fair[1],,Galactic Empire[1]Skystrike Academy[1]Imperial Starfighter Corps[1],,
Goran  (corporal),,,,Human[1],Male[1],,,,,Fair[1],,Republic Army[1]Search and Rescue Squad 204[1],,
Goran  (slave),Jabiim,,,Human,Male,,,Blond,,,,,,
Gordal,,,,Human[1],,,,,,,,Galactic Empire[1],,
Herrit Gordon,,,,Human,Male,,,,,,,New RepublicDiplomatic CorpsMinistry of State,,
Tatavan Gordon,,,,Human,Female,,,,,,,New Republic,,
Del Goren,,,,Human[1],Male[1],,,Brown[1],,Light[1],,Alliance to Restore the Republic[1]Massassi Group[1],,
Gorev,,,,Human,Male,,,,,,,Galactic Empire,,
Gorgano IV,,,,Human,Male,,,,,,,Tapani Empire,,
Bivvam Gorge,,,"5 ABY,[1] Tatooine[2]",Human[2],Male[2],,,,,,,Red Key Raiders[2],,
Gorgi,,,,Human[1],Male[1],,,,,,,Galactic Empire[1],,
Gorik,,,,Human,Male,,,,,Light,,Sith EmpireImperial Military,,
Gorin,,,,Human[1],Male[2],,,Gray[1],Blue[1],Light[1],,Galactic Empire[1]Imperial Navy's officer corps[1],,
Ranna Gorjaye,Salliche,,,Human,Female,,,Red,Brown,Light,,Salliche Student MilitiaRaithal AcademyAlliance to Restore the RepublicNew RepublicFarStar,,
Gorko,,,,Human[1],Male[1],,,,,,,Nodo's shipyard[1],,
Thades Gorkultok,,,"3630 BBY, Zakuul[1]",Human[1],Male[1],,,,Orange[1],Light[1],"Cybernetic left leg, right arm[1]",,,
Gorliz,,,,Human[1],Male[1],,,,,,,Galactic Empire[1],,
Throme Gormengal,Naboo,,,Human,Male,,,,,,,,,
Gorn,,,"5 BBY,[1] Aldhani[2]",Human[3],Male[3],,,Black[3],Brown[3],Dark[3],,Galactic Empire (as a spy)[3]Imperial Officer Corps[4]Aldhani Garrison[3]Aldhani rebel infiltration team[3],,
Gorna,,,,Human[1],Female[1],,,Black[1],Brown[1],Tan[1],,,,
Gornash,,,,Human,Male,,,,,,,Galactic EmpireChurch of the Dark Side,,
Gorr,,,,Human[1],Male[1],,,Brown[1],,Light[1],,Galactic Empire[1]Imperial Navy's officer corps[1]Hunter Fleet[1],,
Duran Gorr,,,"3643 BBY, Taris[1]",Human[1],Male[1],,,Black[1],Green[1],Tan[1],,Mandalorian,,
Gorruth,,,,Human,Male,,,,,,,Comet Broom Service,,
Gorry,Ord Mantell[1],,,Human[1],Male[1],,,Brown[1],Green[1],Light[1],,Mantellian Separatist Movement[1],,
Gorst,,,,Human[1],Male[1],,,,,Light[1],,Galactic Empire[1],,
Gort/Vort,,,,Human[1],Male[1],,,,,,,Gray Syndicate[1],,
Gorvich,,,,,Male,Human,,Blond,,,,Old Tion Brotherhood,,
Faime Gosan,Coruscant,,,Human,Female,,,Blonde,,,,,,
Gosden,,,,Human[1],Male[1],1.8 meters[1],,,,,,Galactic Empire[1],,
Masse Goskey,,,By 10 BBY[1],Human[2],Male[2],,,Black[2],,Pale[2],,Masse Goskey's Arms Emporium and Explosives Mart[3],,
Feyn Gospic,,,,Human[1],Male[1],,,Brown[1],Dark[1],Fair[1],,Alliance to Restore the Republic[1]Massassi Group[1],,
Goss  (Sith Lord),,,,Human[1],Male[1],,,,,Pale[1],,Sith Empire,,
Goss  (soldier),,,,Human,Male,,,,,,,Thaereian military,,
Brivyl Goss,,,,Human,Male,,,,,,,Galactic Empire,,
Joreb Goss,,,,Human,Male,,,Silver,Pale Blue,,,None,,
Gost,,,,Human,Male,,,Brown,,Fair,,Tythan military,,
Ulbrek Gostech,,,,Human[1],Male[1],1.5 meters[1],,Black[1],,,,Galactic Empire[1],,
Dunclair Gostegion,,,,Human[1],Male[1],,,,,,,,,
Gostel,,,,Human[1],Male[1],,,Brown[1],Blue[1],Fair[1],,Sith Empire[1],,
Rohd Gostervek,,,,Human,Male,,,,,,,Galactic Empire,,
Gosular,,,"c. 3642 BBY, Hoth",Human,Male,,,,,Dark,,Sith Empire,,
Gouge  (Dire Skulls),,,,Human,Female,,,,,Tan,,Dire Skulls,,
Govak,,,,Human,Male,,,,,White,,Alliance to Restore the RepublicAlliance Military,,
Travecao Govan,,,,Human[1],Female[1],,,,Yellow[1],Light[1],,Galactic Republic[1]Jedi Order[1]Yavin Coalition[1],,
Rennt Govia,Bakura,45 BBY?,,Human (Bakuran),Male,,,,,,,,,
Sech Govlinder,Taloraan,,,Human,Male,,,White,Black,Tan,,DenfrandiGalactic Republic,,
Gozetta,,,,Human[1],Female[1],,,Red[1],Ice-blue[1],Pale[1],,,,
Mulvek Gra,,,,Human,Male,,,,,,,Galactic EmpireImperial Office of Criminal Investigations,,
Graad,,,,Human[1],Male[1],Average height[1],,,,,,Mandalorians[1],,
Graal  (Warden),,,"c. 3641 BBY, Belsavis",Human,Male,,,Dark Brown,Brown,Fair,,Galactic Republic,,
Grace  (Human),Frozen moon[1],c. 32 ABY[1],,Human[1],Female[1],,,Red[1],,,,Community[1],,
Bor Gracus,Sluis Van,,,Human,Male,,,,,,,Galactic RepublicGalactic Senate,,
Gradd,,,"4 ABY, over Endor[1]",Human[1],Male[1],,,,,,,Galactic Empire[1]Gradd's squadron[1]Imperial Navy's officer corps[1],,
Grady,,,,Human[1],Female[1],,,Black[1],Brown[1],Tan[1],,Sith Empire[1],,
Dennix Graeber,Ralltiir,,,Human,Male,,,,,,,Galactic Empire,,
Graedler,,,,Human,Male,,,,,,,Galactic Empire,,
Melanah Sal Graeff,,,,Human,Female[1],,,Black[1],Brown[1],Dark[1],,Sienar Fleet Systems[1],,
Auric Graf,,,,Human[1],Male[1],,,Dark[1],,Light[1],,Graf family[1],,
Catriona Graf,,,,Human[1],Female[1],,,Grey[2],Blue,Brown[1],,"Graf family[1]Graf Holdings, Incorporated[1]",,
Craige Graf,,,,Human[1],Male[1],,,Black[1],Brown[1],Dark[1],,Sith Empire[1]Imperial Intelligence[1],,
Emil Graf,,,,Human[1],Male[1],,,Black[1],Black[1],Light[1],,Graf family[1],,
Lina Graf,,c. 28 BBY[1],,Human[2],Female[2],,,Brown[2],Dark[2],Light[2],,Graf family[2]Alliance to Restore the Republic[3]Rebel Alliance Intelligence Service[4]Lina Graf's crew[3]Endor strike team[5]New Republic[6]New Republic Intelligence[7],,
Milo Graf,,c. 27 BBY[1],,Human[2],Male[2],,,Brown[2],Dark[2],Light[2],,Graf family[2],,
Rhyssa Graf,,,,Human[1],Female[1],,,Dark[1],,Light[1],,Graf family[1],,
Sky Graf,,c. 397 BBY[1],,Human[2],,,,Grey[2],Brown[2],Light[2],,Graf family[2],,
Xylan Graf,,c. 253 BBY[1],,Human[2],Male[2],,,Dark[2],Light blue[3],Brown[2],,Graf family[2],,
Skent Graff,,,,Human,Male,,,,,,,New Republic,,
Graffam,,,,Human[1],Male[1],,,Brown[1],,Light[1],,Jedi Order[1]Galactic Republic[1],,
Baccam Grafis,,,,Human[1],Male[1],,,"Blond, later white[1]",Blue[1],Fair[1],,Alliance to Restore the Republic[1]Ordnance and Supply[1]Massassi Group[1],,
Daruula Grah,,,"3630 BBY, Zakuul[1]",Human[1],Male[1],,,,Brown[1],Dark[1],,,,
Graham,,,,Human[1],Male[1],,,,Brown[1],Dark[1],,Sith Empire[1],,
Graich,,,,Human,Male,,,Brown,Brown,Tan,,Sith Empire,,
Krion Grail,,,,Human,Male,,,White,Grey,Light,,Darth Krayt's Galactic EmpireImperial NavyFirst Coruscant Task ForceOuter Rim Third Fleet,,
Xan Grainik,Zakuul[1],,"c. 3631 BBY,[2] the Star Fortress above Nar Shaddaa[3]",Human (Zakuulan)[4],Female[3],,,,,,,Eternal Empire[3]Knights of Zakuul[3],,
Graise,,,,Human,Male,,,Brown,,Fair,,Galactic Empire,,
Gralm,,,,Human[1],Male[1],,,,,Fair[1],,Galactic Empire[1]Imperial Officer Corps[1]Imperial Army[1],,
Calum Gram,Atrisia[1],,,Human[1],Male[1],,,Gray[1],Brown[1],Light[1],,Wilderness Preserve service[1]Alliance to Restore the Republic[1]Blue Squadron[1],,
Gramm,,,,Human,Male,,,,Green,Dark,,Galactic RepublicRepublic Army,,
Grammel,,,"2 ABY, Circarpous V",Human,Male,,,Black,Blue,Light,,Galactic EmpireImperial Army,,
Grana,,,,Human[1],Female[1],,,White[1],,,,,,
Grandi,,,,Human[1],Female[1],,,Gray[1],,Light[1],,Galactic Empire[1]Imperial Security Bureau[1],,
Hora Graneet,,,0 BBY,Human,Male,,,,,,,Galactic Empire,,
Tenn Graneet,,Prior to 50 BBY,"0 BBY, Death Star, Yavin system[1]",Human,Male[1],,,,,,,Galactic RepublicRepublic NavyGalactic Empire[1]Imperial Navy[1],,
Grang,,,,Human[1],Male[1],,,None[1],Brown[1],Tan[1],,Sith Empire[1]Special Operations Group Three[1],,
Grania  (Brentaali),Brentaal IV,,,Human,Female,,,Silvery Blonde,,,,Galactic Empire,,
Granit,,,,Human,Male,,,,Black,,,Alliance to Restore the Republic,,
Amos Granley,,,,Human[1],Male[1],,,,,,,Galactic Empire (conscripted)[1]Imperial Army (conscripted)[1],,
Granlo,,,,Human,Male,,,,,,,Imperial Army,,
Grann  (commander),,,"3956 BBY, Manaan",Human,Male,,,Black,Brown,Light,,Sith EmpireSith military,,
Grann  (general),,,,Human[1],Male[1],,,Black[1],Brown[1],Fair[1],,Sith Empire[1],,
Grannin,,,,Human[1],Male[1],,,Black[1],Black[1],Light[1],,Mantellian Separatist Movement[1],,
Grannon,,,,Human,Male,,,Brown,,Fair,,,,
Octavian Grant,,,,Human[1],Male[1],,,Black[1],Gray[1],Light[1],,Tapani Home Defense Fleet[2]Galactic Republic[2]Republic Navy[2]Galactic Empire[1]Imperial Navy[1]Pentastar Alignment[1]New Republic[3],,
Granta,,,"3640 BBY, Corellia",Human,Male,,,Black,Blue,Tan,,Sith Empire,,
Grapa,,,"Between 3 ABY and 4 ABY, Tranchar[1]",Human[2],Female[2],,,,Green[2],,,Galactic Empire[2]Imperial Officer Corps[2]Crimson Dawn[2],,
Niall Grast,Zakuul[1],,"c. 3631 BBY,[2] the Star Fortress above Tatooine[3]",Human (Zakuulan)[4],Male[3],,,,,,,Eternal Empire[3]Knights of Zakuul[3],,
Grath  (Deadeye),,,,Human[1],Female[1],,,Red[1],Blue[1],Fair[1],Cybernetic eye[1],,,
Grath  (stormtrooper commander),,,,Human[1],Male[2],,,,,,,Galactic Empire[2]Stormtrooper Corps[2],,
Scolex Grath,Corellia,,,Human,Male,,,Brown,Green,Light,,Black Sun,,
Grathal,Hargeeva,,,Human,Male,,,,,,,Alliance to Restore the Republic,,
Grathan,,,,Human[1],Male,,,,,,,Sith Empire,,Vereta Fraabaal[source?]Ladra[source?]Beelzlit Grathan[source?]Cellvanta Grathan[source?]Ralesk[source?]
Beelzlit Grathan,,c. 3663 BBY,"c. 3643 BBY, Dromund Kaas",Human[1],Male[1],,,Dark Blonde[1],Green[1],Fair[1],,Sith Empire[1],Grathan,
Cellvanta Grathan,Dromund Kaas,,"c. 3643 BBY, Dromund Kaas",Human,Female,,,Unknown,Blue,Light,,Sith EmpireHouse Grathan,Lord Grathan,Beelzlit Grathan
Gratloe,,,,Human[1],Male[1],,,Grey[1],,,,Galactic Empire[2]Imperial Navy's officer corps[2]Gratloe's faction[1],,
Gratz,,,,Human,Male,,,Brown,,,,,,
Wil'm Grau,,,,Human[1],Male[1],,,Brown[2],,Fair[2],,Galactic Empire[1],,
Graul  (Human),,,"c. 3643 BBY, Nar Shaddaa",Human,Male,,,Blond,Blue,Light,,Sith Empire,,
Taxtro Grave,,,,Human,Male,,,,,,,Galactic EmpireStormtrooper CorpsHand of JudgmentEmpire of the Hand[1]501st Legion[1] (as an instructor),,
Ruto Graven,Naboo,,,Human (Naboo),Male,,,,,,,Naboo Royal Advisory CouncilRoyal House of NabooGalactic Republic,,
Darth Gravid,,,"c. 533 BBY,[1] Jaguada[2]",Human[2],Male[2],,,,,,,Order of the Sith Lords[2],,Darth Gean (Sith apprentice)[2]
Darth Gravus,,,"3640 BBY,[1] over Leritor[2]",Human,Male,,,Gray,Brown,Light,Facial Implants,Sith Empire,,Thana Vesh
Zin Graw,,,"c. 3 ABY, Kudo system[1]",Human[2],Female[2],,,Black[2],Black[2],Light[2],,Galactic Empire[2]Imperial Navy's officer corps[2]Squadron Five[2],,
Carole Grawley,Sulon,,"5 ABY, Ruusan",Human,Female,,,Brown,,,,,,
Grif Grawley,Sulon[1],,"5 ABY,[2] Ruusan[1]",Human[1],Male[1],,,Brown (graying)[1],Brown[1],Light[1],,,,
Katie Grawley,Sulon,,"1 BBY, Sulon",Human,Female,,,,,,,,,
Gray  (Coronet captain),,,"c. 22 BBY, Coronet",Human,Male,,,Brown,Brown,Fair,,New MandaloriansMandalorian Royal Guard,,
Andimor Gray,,,"21 BBY,[1] Coronet[2]",Human[2],Male[2],,,Brown[2],Brown[2],Fair[2],,New Mandalorians[2],,
Dr. Gray,,,"Prior to 41.5 ABY, Frozen moon",Human,Female,,,Dark,,,,Empire of the Hand,,
Callan Grayne,,,,Human[1],Male[1],,,Black[2],Brown[2],Dark[1],Prosthetic left leg[2],Republic Military[1]Republic Army[2]Fideltin Rusk's first squad[2]Republic Strategic High Command[1],,
Grayson,,,,Human[1],Male[1],,,Brown[1],,Light[1],,Alliance to Restore the Republic[1]Rebel Alliance Starfighter Corps[1],,
Marus Grayson,,,,Human,Male,,,Black,,Fair,,Galactic Empire,,
Gre'ento,,,,Human,Male,,,Blond,Blue,,,,,
Danta Greco,,,,Human[1],Male[1],,,Grey[1],Brown[1],Light[1],,Galactic Republic[1],,
Alpiett Gredge,Brentaal IV,,,Human,Male,,,,,,,Galactic EmpireImperial Navy,,
Janus Greejatus,,,"4 ABY,[1] DS-2 Death Star II Mobile Battle Station, Endor system[2]",Human[3],Male[3],,,Brown[4],Dark[5],Light[4],,Galactic Republic[6]Office of the Chancellor[6]Galactic Empire[3]Imperial Ruling Council[3],,
Lady Greelanx,,,,Human,Female,,,,,,,,,
Winstel Greelanx,,,"3 BBY, Imperial Destiny",Human,Male,Medium,,Gray,,,,Galactic RepublicGalactic Empire,,
Salya Greeler,,,,Human[1],Female[1],,,,,,,,,
Green,,,3 ABY,Human,Male,,,Black,,,,Black Sun,,
Tag Greenley,,,,Human[1],Male[1],,,Brown[1],Brown[1],Light[1],,Galactic Empire[1]Imperial Officer Corps[1],,
De-hoff Greenley,,,,Human,Female,,,Brown,,Pale,,,,
Ta-mara Greenley,,,,Human,Female,,,Red,,Pale,,,,
Greeva,,,,Human,Female,,,,,,,Sith Empire,,
Greeve  (Human),,,,Human,Male,,,Brown,,Light,,Alliance to Restore the RepublicAlliance ArmyEndor strike team,,
Gregg,,,,Human,Male,,,Brown,,Fair,,Galactic EmpireImperial Navy,,
Greglik,,,After 3 ABY,Human,Male,,,,Brown,,,Alliance to Restore the Republic,,
Damor Gregon,,,,Human[1],Male[1],,,,,,,,,
Gregor  (lieutenant),,,,Human,Male,,,Brown,Green,Fair,,Galactic Empire,,
Greist,,,"3640 BBY, Hoth[1]",Human[1],Male[1],,,Brown[1],Blue[1],Light[1],,Sith Empire[1]Armageddon Battalion[1],,
Grejj,,,"1 ABY, Vryssa[1]",Human,Male,,,,,,,Galactic Empire,,
Grek  (commodore),,,,Human[1],Male[1],,,Black[1],Dark[2],Dark[1],,Alliance to Restore the Republic[1]Fourth Division[1],,
Vangos Grek,,,"0 BBY, Scarif system[1]",Human[2],Male[2],,,,,Light[2],,Alliance to Restore the Republic[2]Tierfon Yellow Aces[3]Blue Squadron[2],,
Grembae,Adumar,,,Human,Female,,,,,,,New Republic,,
Tarso Gren,Zakuul[1],,"3631 BBY, Star Fortress above Tatooine[1]",Human (Zakuulan)[1],Male[1],,,,,,,Eternal Empire[1]Project Exarch[1],,
Grendahl,,,,Human,Male,,,,,,,Galactic Empire,,
Grendle,Tatooine,,,Human,Male,,,,,Light,,,,
Grendles,,,,Human,Male,,,,,,,,,
Grendyl,,,36 ABY,Human,Female,,,,,,,Galactic Federation of Free AlliancesGalactic Alliance Defense Fleet,,
Dol Grenn,Telos IV[1],,,Human[1],Male[1],,,Brown[1],Brown[1],Light[1],,Telos Security Force[1]Galactic Republic[1],,
Grenthean,,,,Human,Male,,,Gray,Green,Pale,,Sith Empire,,
Grentho,,,5 ABY on Nar Shaddaa,Human,Male,,,,,,,,,
Grenwick,,,,Human[1],Male[1],,,Brown[1],,Light[1],,Galactic Empire[1]Imperial Navy[1],,
Magnus Grenz,,,"1 ABY,[1] Talus[2]",Human[2],Male[2],,,Gray[2],Brown[2],Light tan[2],,Cult of Exar Kun[2],,
Harlon Grer,,,,Human[1],Male[1],,,,,,,Galactic Empire (formerly)[1],Jarea Kaela,
Avril Gresh,,,,Human[1],Male[1],,,,,,,Karazak Slavers Cooperative[1],,
Sharlu Greslin,,,,Human[1],Male[1],,,,,,,Galactic Empire[1]224th Imperial Armored Division[1],,
Greterine,,,,Human,Male,,,,,,,Galactic Empire,,
Greti,Lanteeb,c. 34 BBY,,Human,Female,,,Dark,,,,,,
Greve  (hunter),,,,Human[1],Male[1],,,,Brown[1],Tan[1],,,,
Falon Grey,,,"Between 17 BBY and 15 BBY,[1] Dantooine[2]",Human[2],Male[2],,,Brown[2],Brown[2],Light[2],,Galactic Republic[2]Jedi Order[2],Rahm Kota[3],X2 (Informal)[3]
Mika Grey,,,,Human[1],Female[1],,,White[1],Green[1],Dark[1],,Team Colossus[2],,
Ottegru Grey,Coruscant[1],,,Human[1],Male[1],1.8 meters[1],,Bald[1],Brown[1],,,Galactic Republic[1]Coruscant Security Force[1]Bank of the Core[1]Galactic Empire[1],,
Seigford Grey,,,"c. 3643 BBY, Tatooine",Human,Male,,,,Brown,Dark,,Jedi OrderGalactic Republic,,
Varko Grey,,,,Human[1],Male[1],,,Black[1],,Tan[1],,ParSec[2]Galactic Empire[1]Imperial Navy's officer corps[1]Titan Squadron[2],,
Axel Greylark,Coruscant[1],,,Human[2],Male[1],,,Black[2],,Tan[2],,Greylark family[1]Galactic Republic[1]Path of the Open Hand[1],,
Kyong Greylark,Coruscant[1],Coruscant[1],,Human[2],Female[2],,,Black[2],,Light[2],,Galactic Republic[2]Office of the Chancellor[2],,
Diedrich Greyshade,,,,Human[source?],Male[source?],,,,,,,Galactic Empire[1],,
Jheramahd Greyshade,,,"23 BBY,[1] Coruscant",Human,Male,,,Gray,Blue,,,CommonalityGalactic RepublicGalactic Senate,,
Astina Griek,Hargeeva,,"3 ABY, Karatha",Human,Female,,,,,,,Alliance to Restore the Republic,,
Stren Grier,,,,Human[1],Male[1],,,,,,,Galactic Empire[1]Imperial Survey Corps[1]Galactic Outdoor Survival School[1],,
Victor Grieves,,,,Human,Male,,,,,,,Galactic EmpireImperial Security Bureau,,
Griff  (New Republic),,,,Human,Male,,,,,,,New Republic,,
Amise Griff,,,"0.5 ABY (35:9), Feswe Prime system[1]",Human,Male,,,Black,Brown,Light,,Galactic EmpireImperial Navy,,
Crix Griff,,,,Human[1],Male[1],,,Brown[1],,,,,,
Grigmin,,,,Human[1],Male[1],,,Blond[1],,,,,,
Grigor  (governor),M'haeli,,0 ABY,Human,Male,,,Brown,Brown,Light,,Galactic Empire,,
Pellna Gril,,,,Human,Male,,,,,,,New Republic,,
Grillo,,,,Human[1],Male[1],,,Orange[1],,Fair[1],,,,
Lethbridge Grimes,,,,Human,Male,,,,,,,,,
Grimraker,,,,Human[1],Male[1],,,,,,,,,
Arns Grimraker,,,"3 ABY, over Hoth[1]",Human[1],Male[1],,,Black[1],Brown[1],,Cybernetic left eye and hand[1],,,
Grinder  (Corellian),Corellia,,,Human,Male,Short,,"None, but has a thick beard",,,,Black Seraphs,,
Grinner,,,,Human,Male,,,,,,,Cavrilhu Pirates,,
Myles Grint,Lothal[1],Between 44–42 BBY[2],"4 BBY, Lothal[3]",Human (Lothalite)[4],Male[4],1.94 meters[1],95 kilograms[1],Brown[4],Blue[4],Light[4],,Galactic Empire[4]Imperial Officer Corps[4],,
Frantis Griss,,,"35 ABY,[1] Steadfast, Exegol[2]",Human[3],Male[3],,,Black[3],Brown[3],Dark[3],,First Order[3]Steadfast battlegroup[3]Supreme Council[3],,
Osto Grissom,,,,Human[1],Male[1],,,,Black[1],Light[1],,,,
Gro'lak,,,,Human[1],Male[1],,,Brown[1],Blue[1],Fair[1],,Republic Army[1],,
Zedd Grobbo,Tatooine[1],,,Human[1],Male[1],,,,,,,,,
Marx Grocco,,,,Human[1],Male[1],,,Black[1],Green[1],Light[1],,Cluster World Relations[1],,
Grode,,,"4 ABY (39:4 GrS), Cilpar",Human,Male,,,None,,Light,,Galactic Empire,,
Groff Ditcher,,,,Human[1],Male[1],,,Brown[1],Green[1],Light[1],,Tibidon Station[1][2],,
Grolt,,,"14 BBY, Perilous, Ryloth system[1]",Human[1],Male[1],,,,,,,Galactic Empire[1]Imperial Navy's officer corps[1],,
Nieve Gromia,,,"137 ABY, Tatooine",Human,Female,,,White,Brown,,,Darth Krayt's Galactic EmpireBlack Sun,,
Grond  (Imperial),Corellia[1],,,Human[2],Male[2],,,Brown[2],,Fair[2],,Galactic Empire[2]Imperial Military[1]Emperor's Demonstration Team[1],,
Grond  (Rebel),,,"3 ABY, Hoth",Human,Male,,,,,,,Alliance to Restore the Republic4th Squad,,
Grondarle,,,,Human[1],Male[1],,,,,,,Galactic EmpireImperial Navy[1],,
Snet Groot,,,,Human[1],Male[1],,,Blond,Gray[1],Fair[1],,,,
Vance Groten,Naboo[1],,,Human[1],Male[1],,,Brown[1],Green[1],Fair[1],,Stonewall Labs[1],,
Gunner Groth,,,"9 ABY, Rishi",Human,Male,,,Blonde,,Fair,,,,
